name,review_count,categories,rating,transactions,price,location.zip_code
The Tamale Guy,164,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"['pickup', 'delivery']",$,91711
Walter's Restaurant,682,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.0,"['pickup', 'delivery']",$$,91711
Round Table Pizza,65,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,91711
Petiscos,317,"[{'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,91711
The Tamale Guy,164,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"['delivery', 'pickup']",$,91711
Walter's Restaurant,682,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.0,"['delivery', 'pickup']",$$,91711
Round Table Pizza,65,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,91711
Petiscos,317,"[{'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['delivery', 'pickup']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
Walter's Restaurant,682,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.0,"['pickup', 'delivery']",$$,91711
Round Table Pizza,65,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,91711
Petiscos,317,"[{'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$,91711
Round Table Pizza,65,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$$,91711
Petiscos,317,"[{'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['delivery', 'pickup']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['delivery', 'pickup']",$,91711
Saca's Mediterranean Cuisine,426,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,91711
Petiscos,317,"[{'alias': 'tacos', 'title': 'Tacos'}]",3.5,['delivery'],$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['delivery', 'pickup']",$,91711
Saca's Mediterranean Cuisine,426,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,91711
Espiau's Restaurant,526,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,['delivery'],$$,91711
Casa Moreno,490,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['pickup', 'delivery']",$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['pickup', 'delivery']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['pickup', 'delivery']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$,91711
Saca's Mediterranean Cuisine,426,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,91711
Espiau's Restaurant,526,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,['delivery'],$$,91711
Casa Moreno,490,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['pickup', 'delivery']",$$,91711
Loving Hut Claremont,470,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",3.5,"['delivery', 'pickup']",$$,91711
Sushi Maru Seafood,234,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",3.5,"['delivery', 'pickup']",$$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['delivery', 'pickup']",$,91711
Saca's Mediterranean Cuisine,426,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,91711
Espiau's Restaurant,526,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,['delivery'],$$,91711
Casa Moreno,490,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['delivery', 'pickup']",$$,91711
Star Wok,60,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,['delivery'],$,91711
Crepes de Paris,239,"[{'alias': 'creperies', 'title': 'Creperies'}]",3.5,['delivery'],$$,91711
The Spot,802,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"['pickup', 'delivery']",$,91711
Saca's Mediterranean Cuisine,426,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],$,91711
Espiau's Restaurant,526,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.0,['delivery'],$$,91711
Casa Moreno,490,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'bars', 'title': 'Bars'}]",3.0,"['pickup', 'delivery']",$$,91711
Star Wok,60,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,['delivery'],$,91711
We Olive & Wine Bar,2,"[{'alias': 'oliveoil', 'title': 'Olive Oil'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",3.5,['delivery'],,91711
Prohibition Pig,860,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,[],$$,05676
Blackback Pub,210,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,[],$$,05676
Hen Of The Wood,200,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,[],$$$$,05676
The Reservoir,218,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",4.0,[],$$,05676
Thai Smile VT,21,"[{'alias': 'thai', 'title': 'Thai'}]",5.0,[],,05676
The Blue Stone,158,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,[],$$,05676
Aztlan Foods,18,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,[],$,05676
Stowe Street Cafe,32,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,[],$$,05676
Hong Kong Chinese Restaurant,24,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.0,"['delivery', 'pickup']",$,05676
Maxi's Restaurant,87,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,[],$$,05676
Zachary's Pizza House,29,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,[],$,05676
Green Mountain Coffee Roasters Café & Visitor Center,35,"[{'alias': 'visitorcenters', 'title': 'Visitor Centers'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,[],$,05676
Hender's Bake shop & Cafe,31,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,[],,05676
Park Row Cafe,62,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,[],$,05676
China Star,14,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,[],$,05676
K.C'S Bagel Cafe,30,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,[],$,05676
Kellee's Creemee & Grill At South Main Sunoco,1,"[{'alias': 'newamerican', 'title': 'American (New)'}]",1.0,[],,05676
Subway,3,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.5,[],$,05676
Grill 362,2,"[{'alias': 'newamerican', 'title': 'American (New)'}]",5.0,[],,46628
The Carriage House Dining Room,60,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'french', 'title': 'French'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,['delivery'],$$$$,46628
Volcano Restaurant,41,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,46628
El Arriero,28,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Chivo's Pizza,19,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"['delivery', 'pickup']",$$,46628
Dusty Pig BBQ,1,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,[],,46628
South Bend BAR FLY,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'airportlounges', 'title': 'Airport Lounges'}]",4.0,[],$$,46628
Bob's 19th Hole,36,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,46628
Top Notch,31,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",$,46628
T Allen's King Gyros,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,46628
Chivo's Pizza,19,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"['delivery', 'pickup']",$$,46628
Dusty Pig BBQ,1,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,[],,46628
South Bend BAR FLY,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'airportlounges', 'title': 'Airport Lounges'}]",4.0,[],$$,46628
Bob's 19th Hole,36,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,46628
Top Notch,31,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",$,46628
T Allen's King Gyros,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,46628
Pejza's Lydick Tavern,14,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Dusty Pig BBQ,1,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,[],,46628
South Bend BAR FLY,4,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'airportlounges', 'title': 'Airport Lounges'}]",4.0,[],$$,46628
Bob's 19th Hole,36,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,46628
Top Notch,31,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",$,46628
T Allen's King Gyros,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,46628
Pejza's Lydick Tavern,14,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Golden Dragon,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,46628
Hacienda Mexican Restaurant,59,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
Bob's 19th Hole,36,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,[],$$,46628
Top Notch,31,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",$,46628
T Allen's King Gyros,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,46628
Pejza's Lydick Tavern,14,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Golden Dragon,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,46628
Hacienda Mexican Restaurant,59,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Top Notch,31,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,"['delivery', 'pickup']",$,46628
T Allen's King Gyros,19,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,['delivery'],$,46628
Pejza's Lydick Tavern,14,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Golden Dragon,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,46628
Hacienda Mexican Restaurant,59,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Pejza's Lydick Tavern,14,"[{'alias': 'newamerican', 'title': 'American (New)'}]",3.5,[],$$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Golden Dragon,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,46628
Hacienda Mexican Restaurant,59,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Garden Wok,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",5.0,['delivery'],$,46628
Golden Dragon,11,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,"['delivery', 'pickup']",$,46628
Hacienda Mexican Restaurant,59,"[{'alias': 'mexican', 'title': 'Mexican'}]",3.0,['delivery'],$$,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Wings Etc,13,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,['delivery'],,46628
Samuel Mancino's Italian Eatery,20,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,[],$$,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Wings Etc,13,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,['delivery'],,46628
The Cookout,1,"[{'alias': 'mexican', 'title': 'Mexican'}]",5.0,[],,46628
Pedro's Family Restaurant,7,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,['delivery'],$,46628
Lacopo's Pizzeria,14,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,['delivery'],$,46628
Wings Etc,13,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,['delivery'],,46628
Wings Etc,13,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,['delivery'],,46628
Wings Etc,13,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,['delivery'],,46628
Angaleno's Pizza,4,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,[],,25033
Burtons Grill and Bar of Framingham,77,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,[],$$,01702
Jack's Abby Brewing,500,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'brewpubs', 'title': 'Brewpubs'}]",4.0,"['delivery', 'pickup']",$$,01702
Mi Cocina Mexicana,13,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.5,"['delivery', 'pickup']",,01702
La Cantina Italiana,172,"[{'alias': 'italian', 'title': 'Italian'}]",3.5,"['delivery', 'pickup']",$$,01702
Marao Burgers Framingham,4,"[{'alias': 'burgers', 'title': 'Burgers'}]",5.0,"['delivery', 'pickup']",,01702
Terra Brasilis Restaurant - Union Avenue,69,"[{'alias': 'brazilian', 'title': 'Brazilian'}]",4.0,[],$$,01702
Welcome India,193,"[{'alias': 'indpak', 'title': 'Indian'}]",4.0,"['delivery', 'pickup']",$$,01702
Taqueria Mexico,58,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"['delivery', 'pickup']",$$,01702
