names,coefficients,p_value,variable,percentage,proportion,variable_category,time,family,link,model,outcome,obs,input_n_features,reg_n_features,mse,mae,aic,r2,RMSE,delta_mae_lasso
windSpdMin,14.91530991726759,0.0020696172574913457,,0.11340636957973628,0.9906015037593985,Windspdmin,2020-04-29 20:16:16.254132,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.377392439912,70.33231507229459,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
parks_percent_change_from_baseline,0.22793470479073738,0.3235565887127675,Percent Change From Baseline,0.036891364693291955,0.5601503759398496,Parks,2020-04-29 20:16:16.254132,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.377392439912,70.33231507229459,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
snowfall,1.3319755638722763,0.9790563477311203,,0.0009824398495924941,0.17857142857142858,Snowfall,2020-04-29 20:16:16.254132,gaussian,identity,1_5_12,Day 12 Delta Cases,532,14,11,15077.377392439912,70.33231507229459,2067.2477559000745,0.45541785226910636,122.78997268686035,0.0
spcHumMin,-0.09788593136002899,0.07401984861604533,,0.08067542416550563,1.0,Spchummin,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
cldCvrMin,0.0016658147665213692,0.9073746117964862,,0.005183886575082876,0.6879699248120301,Cldcvrmin,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
deaths,1.0922524888062266,6.067537815017227e-08,,0.22771783581548125,0.38721804511278196,Deaths,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
cases,0.13595444453837377,5.364275946263784e-30,,0.5238149052889259,1.0,Cases,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
windSpdMin,0.04206062049133666,0.6558209159348114,,0.019244189696829,0.9906015037593985,Windspdmin,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
parks_percent_change_from_baseline,0.0053016928814628335,0.23405865419204397,Percent Change From Baseline,0.05163540886950406,0.5601503759398496,Parks,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
presTendAvg,-2.847953306578086,0.156653650581713,,0.05872454625087279,0.38533834586466165,Prestendavg,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
snowfall,0.7435933378956835,0.43746322397708937,,0.033003803337798614,0.17857142857142858,Snowfall,2020-04-29 20:16:22.364207,gaussian,identity,1_5_12,Day 12 Delta Deaths,532,14,9,7.6538020702931355,1.637662494177622,819.1850533234343,0.48531202687590835,2.7665505725168185,0.0
precip,29.165934741694706,0.7910322299858673,,0.010296509663932644,0.8819047619047619,Precip,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
spcHumMin,-6.8953275459043715,0.05749550209960353,,0.06873098512332237,1.0,Spchummin,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
cldCvrMin,-0.3525287678348484,0.7610751914381306,,0.012554154267851182,0.6819047619047619,Cldcvrmin,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
grocery_and_pharmacy_percent_change_from_baseline,4.307601955964288,1.8279157741199448e-07,And Pharmacy Percent Change From Baseline,0.17490937660589506,0.15047619047619049,Grocery,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
snowDepth,-2.17090840839348,0.5908580864066846,,0.018311078142847746,0.22476190476190477,Snowdepth,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
deaths,6.988607047630563,0.4482838588936985,,0.02546528418081461,0.4666666666666667,Deaths,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
cases,7.356636690508411,1.369146962678452e-40,,0.5115699010319745,1.0,Cases,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
windSpdMin,22.683066866304507,0.0003829633317028247,,0.12024752479432706,0.9904761904761905,Windspdmin,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
parks_percent_change_from_baseline,0.10719595877129394,0.7152202283365432,Percent Change From Baseline,0.0125827100464783,0.5504761904761905,Parks,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
presTendAvg,-34.97702310083132,0.7855415412558141,,0.008932665819967215,0.3580952380952381,Prestendavg,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
snowfall,-56.68893295117974,0.2729460859963708,,0.036399810322589106,0.16380952380952382,Snowfall,2020-04-29 20:16:31.456359,gaussian,identity,2_6_13,Day 13 Delta Cases,525,14,12,13617.878245736663,77.77528174071381,2015.4795521279161,0.47641476720663223,116.69566506831633,0.0
spcHumMin,-0.11289302591207513,0.05863104598377027,,0.06213972908169919,1.0,Spchummin,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
cldCvrMin,0.009630651364124701,0.5781131834143567,,0.01893882946880079,0.6819047619047619,Cldcvrmin,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
grocery_and_pharmacy_percent_change_from_baseline,0.010840159712096968,0.4554583205950128,And Pharmacy Percent Change From Baseline,0.02430623997869918,0.15047619047619049,Grocery,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
deaths,1.1643358719921277,1.8241816581021305e-12,,0.23428298956121923,0.4666666666666667,Deaths,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
cases,0.1417319868316701,3.9440691108357376e-45,,0.5442496077660491,1.0,Cases,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
windSpdMin,0.12806354705950068,0.26113778447777536,,0.037489053279849305,0.9904761904761905,Windspdmin,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
presTendAvg,2.7816522478771346,0.23133196295427083,,0.03922885681033812,0.3580952380952381,Prestendavg,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
snowfall,-1.1102006265663917,0.22550885036856172,,0.0393646940533452,0.16380952380952382,Snowfall,2020-04-29 20:16:38.312557,gaussian,identity,2_6_13,Day 13 Delta Deaths,525,14,9,6.7163547145758,1.7164552046365447,783.5300419126264,0.5291787538226148,2.5915930842969543,0.0
precip,78.13017058991554,0.4504448825444639,,0.031445470699667646,0.8737864077669902,Precip,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
spcHumMin,-3.204120108718343,0.37066645223260963,,0.03539555908184794,1.0,Spchummin,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
cldCvrMin,-0.44857586772392594,0.6804375048027673,,0.017940217744952032,0.6601941747572816,Cldcvrmin,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
grocery_and_pharmacy_percent_change_from_baseline,3.0695511585975366,0.00015555091992565552,And Pharmacy Percent Change From Baseline,0.1357104065247952,0.13009708737864079,Grocery,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
snowDepth,-0.37255712943084396,0.8915540778247477,,0.004906377774239875,0.21941747572815534,Snowdepth,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
deaths,4.271747511080315,0.5918760255763044,,0.019596589226014673,0.5242718446601942,Deaths,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
cases,5.854579762406904,1.692178393630636e-48,,0.6395463068387227,1.0,Cases,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
windSpdMin,13.29502985462198,0.029524184978878466,,0.0809485537791811,0.9883495145631068,Windspdmin,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
parks_percent_change_from_baseline,0.0453385077710311,0.873153660547341,Percent Change From Baseline,0.0060292657768070395,0.5436893203883495,Parks,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
presTendAvg,-93.49072011265216,0.4934209427518378,,0.02517342446819124,0.4077669902912621,Prestendavg,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
snowfall,-4.36155859124466,0.9270199132936399,,0.0033078280855804052,0.1553398058252427,Snowfall,2020-04-29 20:16:49.501392,gaussian,identity,3_7_14,Day 14 Delta Cases,515,14,12,43213.80008645553,89.14680490700074,2174.3749655359447,0.5647128122953464,207.87929210591307,0.0
deaths,1.0610687752841588,9.389441376184168e-12,,0.2656093358519844,0.5242718446601942,Deaths,2020-04-29 20:17:01.699728,gaussian,identity,3_7_14,Day 14 Delta Deaths,515,14,5,10.381374195696331,1.998082682850575,835.2845615445998,0.6449548285032873,3.2220139968188115,0.0
cases,0.10864248464326637,1.8467786997723805e-48,,0.6475910601094947,1.0,Cases,2020-04-29 20:17:01.699728,gaussian,identity,3_7_14,Day 14 Delta Deaths,515,14,5,10.381374195696331,1.998082682850575,835.2845615445998,0.6449548285032873,3.2220139968188115,0.0
spcHumMin,-0.10430737566327102,0.09475644407780126,,0.06287527463455926,1.0,Spchummin,2020-04-29 20:17:01.699728,gaussian,identity,3_7_14,Day 14 Delta Deaths,515,14,5,10.381374195696331,1.998082682850575,835.2845615445998,0.6449548285032873,3.2220139968188115,0.0
snowfall,0.5781142398031489,0.5203395269011911,,0.02392432940396169,0.1553398058252427,Snowfall,2020-04-29 20:17:01.699728,gaussian,identity,3_7_14,Day 14 Delta Deaths,515,14,5,10.381374195696331,1.998082682850575,835.2845615445998,0.6449548285032873,3.2220139968188115,0.0
precip,144.89564593817644,0.1888337754972801,,0.03733565631240596,0.8810916179337231,Precip,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
spcHumMin,-4.508682487769622,0.25824579108180123,,0.03246780989287079,1.0,Spchummin,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
cldCvrMin,-0.38853972379219937,0.7266249810494279,,0.010684849649205899,0.6549707602339181,Cldcvrmin,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
grocery_and_pharmacy_percent_change_from_baseline,4.81385948832357,4.6316332286421205e-07,And Pharmacy Percent Change From Baseline,0.13029083173023073,0.10916179337231968,Grocery,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
snowDepth,0.061549668231064086,0.9805724600849047,,0.0006162197288466912,0.2124756335282651,Snowdepth,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
deaths,2.0062940343816846,0.7808589322207886,,0.0074128394655001975,0.5769980506822612,Deaths,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
cases,5.93602672368836,2.3953752873270085e-69,,0.6215394538604216,1.0,Cases,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
windSpdMin,20.915402344610836,0.002377176626839459,,0.08040523730269941,0.9941520467836257,Windspdmin,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
parks_percent_change_from_baseline,-0.036533120879317475,0.9041902677443951,Percent Change From Baseline,0.003287193248998833,0.5321637426900585,Parks,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
presTendAvg,-260.84808867289547,0.047422250180063345,,0.051377747295895386,0.4405458089668616,Prestendavg,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
snowfall,-52.03254811950825,0.34366063986006,,0.024582161512924555,0.15594541910331383,Snowfall,2020-04-29 20:17:09.877502,gaussian,identity,4_8_15,Day 15 Delta Cases,513,14,12,55635.888895139295,109.92921732384362,2214.549270720026,0.40699511841012803,235.87261158332754,0.0
spcHumMin,-0.10934599662761536,0.18154806209336305,,0.03956329613517879,1.0,Spchummin,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
cldCvrMin,0.03482251439272241,0.11079426370181777,,0.04811487394032343,0.6549707602339181,Cldcvrmin,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
deaths,0.9482903111019321,1.1613817687221845e-08,,0.17604251481291075,0.5769980506822612,Deaths,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
cases,0.12817976615835078,2.3376925439829427e-66,,0.6743394490600302,1.0,Cases,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
windSpdMin,0.15369832850087597,0.32084989137145414,,0.02968749108282651,0.9941520467836257,Windspdmin,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
snowfall,1.358721631395872,0.26763694804464977,,0.03225237496873033,0.15594541910331383,Snowfall,2020-04-29 20:17:18.372817,gaussian,identity,4_8_15,Day 15 Delta Deaths,513,14,7,19.259251805069866,2.4712519257332177,937.5431113648184,-0.12378455734398841,4.38853640808298,0.0
precip,100.15722223793885,0.3483777119959893,,0.025104464682354444,0.878968253968254,Precip,2020-04-29 20:17:26.580936,gaussian,identity,5_9_16,Day 16 Delta Cases,504,14,12,90389.34997913598,114.70262103299746,2248.9623721579296,0.47724522776217837,300.64821632455426,0.0
spcHumMin,-2.562920921000271,0.47794814915078077,,0.01845482551703533,1.0,Spchummin,2020-04-29 20:17:26.580936,gaussian,identity,5_9_16,Day 16 Delta Cases,504,14,12,90389.34997913598,114.70262103299746,2248.9623721579296,0.47724522776217837,300.64821632455426,0.0
cldCvrMin,-0.3976177708880039,0.6931585386744077,,0.011195912034682159,0.6567460317460317,Cldcvrmin,2020-04-29 20:17:26.580936,gaussian,identity,5_9_16,Day 16 Delta Cases,504,14,12,90389.34997913598,114.70262103299746,2248.9623721579296,0.47724522776217837,300.64821632455426,0.0
grocery_and_pharmacy_percent_change_from_baseline,3.6930891071516165,8.692619039291477e-05,And Pharmacy Percent Change From Baseline,0.09324078112698046,0.08333333333333333,Grocery,2020-04-29 20:17:26.580936,gaussian,identity,5_9_16,Day 16 Delta Cases,504,14,12,90389.34997913598,114.70262103299746,2248.9623721579296,0.47724522776217837,300.64821632455426,0.0
snowDepth,2.420564418181132,0.743338997605433,,0.008051034066554668,0.21626984126984128,Snowdepth,2020-04-29 20:17:26.580936,gaussian,identity,5_9_16,Day 16 Delta Cases,504,14,12,90389.34997913598,114.70262103299746,2248.9623721579296,0.47724522776217837,300.64821632455426,0.0
